date,group,counter
2021_11_30,Violent language,1
2021_12_05,Racial slurs,0
2021_12_05,Misogynistic language,0
2021_12_05,Homophobic and transphobic language,0
2021_12_05,Ableist language,0
2021_12_05,Fat and Skinny-shaming language,0
2021_12_05,Violent language,2
2021_12_09,Racial slurs,0
2021_12_09,Misogynistic language,0
2021_12_09,Homophobic and transphobic language,0
2021_12_09,Ableist language,0
2021_12_09,Fat and Skinny-shaming language,0
2021_12_09,Violent language,2
2021_12_10,Racial slurs,0
2021_12_10,Misogynistic language,0
2021_12_10,Homophobic and transphobic language,0
2021_12_10,Ableist language,0
2021_12_10,Fat and Skinny-shaming language,0
2021_12_10,Violent language,1
